Nombre,Comentarios
Taqueria Mixe Campestre,"Mala atención, el que atiende parece estar pensando en otras cosas, le pedí que me diera crema en específico con mi comida y que las demás salsas que suelen dar no eran necesarias, cuando me dan mi pedido veo que no trae la crema que les pedí, le comento la muchacha y me dice que si quiero que se cobra aparte porque ya me había puesto las otras salsas, terminé pagando extra... Y lo peor es que no es la primera vez que me ocurre justo esta misma situación... Es molesto."
La Pigua,"Como siempre todo fresco y de calidad. Ahora me ofrecieron unos tacos gobernador que estaban para chuparse los dedos . La atención y servicio de primera, este lugar es recomendable al 💯 ! A mi familia y a mi nos encanta."
La Pigua,"La Pigua es una joya gastronómica.

Empezando por la excelente atención de todo el personal, desde la recepción hasta los meseros y valet, están al detalle para ofrecerte una agradable experiencia.

Ahora, hablando de los platillos  este es un lugar excelente para los amantes de la buena comida, desde la frescura de los mariscos hasta la mezcla única de sabores, cada visita es una inmersión en la riqueza culinaria que ofrece la península.

Esta experiencia fue acompañada por nuestro mesero atento en todo momento para lo que queramos, haciendo recomendaciones adecuadas a los gustos de cada uno de los comensales.

En la recomendación nos dio los:
- Camarones al coco  el sabor crujiente del capeado con coco, y la salsa exquisita que acompaña el platillo.
-Pulo a las brazas con arroz en su tinta, en su punto de cocción perfecto y el arroz en su tinta una combinación exquisita."
La Pigua,"RIQUÍSIMO  / 100% RECOMENDABLE

Grata sorpresa y excelente recomendación

El servicio y la atención que nos dio Freddy fue excelente, muy amable y diligente.
Pedimos:
Crema de mariscos
Langostinos
Camarones al coco
Calamares fritos
1 cerveza con vaso chelado
1 agua perrier
2 aguas de sabor
2 carajillos
1 pastel de chocolate
1 pan de elote

Precio total con propina $2,937 pesos mexicanos

Valet parking sin costo solo dejar propina"
La Pigua,"Excelente opción para comer rico, el agua de piña con chaya fresca, la cerveza fria, los ostiones Rockefeller delicioso, el pulpo y el arroz con mariscos muy ricos, los camarones al coco, una grata sorpresa, muy buenos.
La comida esta muy bien servida.
Vale la pena ir a probar este lugar,
Volveré para probar sus postres."
La Pigua,"¡Un lugar excelente para comer si visitas Mérida o Campeche! La calidad de los platillos es muy buena y el precio acorde a lo que recibes.
No puedes pasar sin probar los camarones al coco y después de terminar con ese gran sabor, puedes pedir que piquen el coco y disfrutar la mezcla de la salsa de acompañamiento con la pulpa tierna.
El pan de cazón es otro deleite de la gastronomía de la península que debes probar."
Casa Montés Restaurante,"El lugar muy bonito y agradable. Cuenta con ventilación hasta la heladez. Los alimentos preparados al momento, buenas porciones, todo muy rico, no te puedes ir sin probar el café de horchata. El precio es adecuado a la calidad de los alimentos. Muy amable y servicial la persona que nos atendió. Regresaría aquí sin pensar"
Casa Montés Restaurante,"Primero que nada el servicio es un poco lento, la chica que atiende se desaparece por ratos. Cuando nos trajo la comida nos la trajo sin cubiertos, tuvimos que volver a buscarla para pedírselos. Pedimos 2 pastas, una de camarones que estaba excelente y otra Alfredo con pollo (en internet sale que es pollo empanizado) y resultó ser pechuga asada simplemente, el sabor muy cremoso en todo momento. Al terminar tuve que ir a pedir la cuenta hasta adentro porque la chica de nuevo no aparecía, pedimos lo que dejamos para llevar y nos trajeron los desechables hasta la mesa… para que nosotros guardáramos nuestra comida argumentando que no tienen espacio en la cocina… pfff… tantos lugares que hemos visitado y nunca nos habían llevado el desechable ahí, pero en fin… la propina no se les olvida"
Casa Montés Restaurante,"Buen lugar  no le puse 5 estrellas porque tienen que mejorar en su recepción y el café no está muy bueno.
Pedimos una cazuela de huevos con frijol y unos motulenos. Bastante buenos sin ser excepcional.  Pidan la salsa de habanero de las mejores que he probado y al final un panque de plátano delicioso.
Ana nos atendió con una gran sonrisa y amabilidad.
Definitivamente si están cerca es una buena opción."
Casa Montés Restaurante,Excelente lugar para desayunar. La calidad de los platillos de la región es suprema. Son muy atentos y cálidos. Muy recomendable. Volveré pronto.
Casa Montés Restaurante,"Cuando llegamos nos atendió una chica muy amable, comimos una cazuela mexicana y una yucateca. Nos ofreció también unos cafés de horchata qué nos gustaron mucho, y para terminar queríamos un postre y nos sugirió fresas con crema, nos explico que venían con crema y leche condensada y dijimos vale. Para nuestra sorpresa cuando llegó a la mesa, vino otra chica que resultó ser la dueña y nos trajo un smoothie de fresa; le pregunté que que era eso y me dijo que las fresas con crema, yo le dije que no era eso lo que quería, sino fresas cortadas con crema y lechera. La dueña me comentó que la chica anterior ya me había explicado que venía triturado cuando no fue así. Después me lo cambio, esta vez si llego bien el plato que yo quería, pero vi que ella venía enfadada, cosa que no entendí por que y me dijo que la chica si me lo había explicado y que las fresas con crema eran así ahí en Yucatán y también en todo México, cosa que yo le dije que no, porque ni en CDMX, ni en Chiapas ni en Oaxaca se hacen asi, no se por quien nos quizo tomar pero somos Licenciados en Gastronomía y sabemos de lo que hablamos. Al final nos subió la cuenta sin siquiera informarnos, nos falto el respeto y nunca nos ofreció disculpas, en cambio se enojo y sentimos que casi nos quería golpear, a parte la cuenta nos la deja en la punta de la mesa donde no podíamos alcanzarla, en lugar de darnosla en la mano. Desde nuestro punto de vista no se pueden perder los estribos ni enfrentarse a los clientes de esa manera y mucho menos ser tan orgullosa y borde. Las personas que estaban a nuestro lado se dieron cuenta y se fueron rápidamente. Una lástima por las personas que trabajan ahí, nos había gustado mucho como estaban haciendo su trabajo hasta  íbamos a dejar una buena propina."
Kuuk,"Excelente lugar donde puedes probar comida clásica de Mérida con el toque Gourmet del chef, excelente sabor de los alimentos y variados. La atención por el personal es muy buena. El ambiente es muy bueno ya que no hay mucha gente. Los baños muy limpios, lugar encantador."
Kuuk,"Delicioso todo, realmente un lugar muy agradable excelente atencio, y esmero por satisfacer nuestros gustos"
Kuuk,"La verdad estaba espectacular, pedimos el menú de degustación que en nuestro caso fue de 9 tiempos y estaba increíble. Las porciones aunque son de degustación están bastante bien servidas y las presentaciones son muy limpias.

Al finalizar nuestra comida nos dieron un paseo por la casa y nos mostraron los diferentes cuartos y como planean e investigan los platillos, como recomendación estaría padre que explicaran porque el emplatado es así, especialmente porque en el tour la chica nos comentó que los esquites estaban en ese plato de manos porque es una ofrenda ya que se cree que nacimos del maíz.

Muy padre y muero por volver para probar nuevas cosas."
Kuuk,"La comida es muy buena, pero la decoración en general no va con los precios, es bastante sobrio y se parece a cualquier restaurante del centro histórico, también los baños son super pequeños.

El resto me pareció bien, la atención del mesero, la comida, los postres y bebidas, todo muy recomendable."
Kuuk,"Le entramos Al menú de degustación con mas de 14 tiempos. Nos gusto, lleva su ritmo. El menú a la Carta tambien estaba muy rico y un Poco mas basto. Este tipo de restaurante por Este precio sería raro encontrar en México. Las bebidas como cervezas artesanales, mezcales en buen precio. Los postres estaban mas tremendos q Todo! los esquites unanimanente los ganadores pal grupo!"
Wayan'e,"Una delicia desayunar aquí. Pide lo que sea y te va a encantar, aunque como yo no sepas que estés pidiendo 😬. Tacos y tortas. Yo me tomé un agua de fresa con limón esquisita. Tienes que ir si andas en Mérida! Importante ... Te van a dejar 3 salsas... Si alguna te gusta puedes comprarlas ahí mismo. Las salsas deliciosas, de habanero pero con mucho sabor. He probado salsas que no saben a nada y pican horrible, aquí tienen muy buen sabor."
Wayan'e,"Ricos tacos de guisos yucatecos.
El lugar es pequeño y siempre hay gente.
Los tacos son en una sola tortilla delgada y de tamaño mediano, la mayoría de ellos les colocan frijolitos negros de la olla encima. Las salsas para acompañar los tacos ricas, ricas con diferentes intensidad en el picor, y en las aguas tienen variedad de sabores."
Wayan'e,"Fuimos a desayunar por recomendación de Siseantoja. La torta de kastakan con queso es muy rica. El bud nos decepcionó un poco, aun así regresaríamos."
Wayan'e,"Desde mi llegada el trato fue muy agradable y respetuoso, la atención, los alimentos y la calma del lugar, hicieron de mi visita un momento adecuado para un desayuno tranquilo y muy disfrutable."
Wayan'e,El castacan con queso no puede no pedirse! Delicioso!
La Tradición,"De los mejores restaurantes de comida yucatecos en merida .
Recomiendo la sopa de lima y los panuchos de lechón
El lugar está muy bien y hay bastante estacionamiento.
El servicio es medio lento pero todos muy amables"
La Tradición,La comida es deliciosa y las porciones muy generosas. El servicio es rápido y los meseros son muy amables.
La Tradición,La comida estuvo deliciosa. Yo pedí un Poc Chuc y fue de los mejores que he probado en Mérida.
La Tradición,"Puchero 10, sopa de lima 5 (muy grasosa), panuchos de cochinita 8, salbutes 9, empanadas 9, kibis 9, el servicio muy malo, no estaban llenos pero si muy lentos. Habia que pedir dos o tres veces algo para que lo lleven a la mesa, actitud de meseros un tanto grosera...
Algunos platillos en mi opinión muy caros..."
La Tradición,"Los alimentos simplemente perfectos. El servicio muy bueno, aunque para haber solo dos mesas ocupadas, un poco tardado.  Si es muy recomendable."
Leo Restaurante Norte,"Magnífico servicio, proporción de los alimentos y sabor de alta calidad. Precios un poco elevados pero no son exorbitantes. La atención del mesero y rapidez, así como la música fue lo mejor. Opino que deberían invertir en mejorar los interiores del lugar a algo más moderno."
Leo Restaurante Norte,"La comida rica y con buenas porciones. Tanto la hamburguesa como la orden de tacos nos llenaron demasiado.
Solo considero que deberían incluir nuevas y/o mejores salsas. Yo no como picante, así que solo pude probar una de las dos salsas, y no sentí que aportara un sabor significativo.
No estoy seguro de que sea bueno mencionarlo, pero cuando recién levanté mi hamburguesa, me topé con un cabello debajo de ella:( por lo que pienso que era prácticamente imposible que pudiera “ser mío”. No dije nada, pero pues sí deberían tener muchísimo cuidado con eso."
Leo Restaurante Norte,"Pedimos una parrillada trio para dividir en familia, estuvo bastante bien la variedad de carnes ofrecida y el precio. El servicio bien. A mi gusto, un poco insípido el frijol charro pero cuando lo aderezas o lo preparas mejora un poco. En general bien."
Leo Restaurante Norte,"La comida siempre ha sido éxito de la firma. Ninguna queja.

El problema está en el servicio: la televisión y el celular evitan que el personal atienda a los clientes.

El ambiente puede ser apenas más confortable que al aire libre, por el aire acondicionado que es débil.

No es agradable lo que ponen en la televisión (lucha libre, películas estresantes) y menos agradable es su sonido distorsionado. Es realmente incómodo.

Es amplio, pero luce desorganizado; da la impresión de que conviene más para llevar. Puede ser cordiales, pero pareciera no importar que el cliente sea bien recibido y atendido."
